ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
464091,1,1,74,1,5,0,2,3,5,D
464535,1,1,56,1,5,1,2,2,5,A
463108,1,1,59,1,5,7,2,2,5,A
461356,1,0,25,1,2,0,0,2,5,A
464570,1,1,31,1,4,0,1,2,5,A
464580,1,0,27,0,0,8,0,4,5,A
465233,1,1,57,1,0,0,1,4,5,B
467208,0,1,39,1,8,1,2,2,5,A
459954,1,1,27,1,1,8,0,2,5,D
460219,0,1,51,1,2,8,1,2,5,A
460877,0,1,47,0,0,0,1,5,5,B
460191,0,0,33,0,1,8,0,4,5,D
463742,1,1,56,1,0,0,1,4,5,C
463691,0,0,33,0,8,0,0,3,5,B
463250,0,0,36,1,4,0,0,2,5,D
463952,1,1,51,0,0,4,0,3,3,A
461558,1,1,45,1,3,2,1,2,5,C
466567,0,0,49,1,5,1,0,1,5,D
465379,1,0,30,0,1,0,0,4,5,C
463814,0,0,26,0,1,6,0,3,4,D
466938,1,1,63,1,0,8,0,1,5,A
460671,1,1,35,0,2,8,1,4,2,B
462204,0,0,19,0,7,1,0,3,3,A
461671,1,0,32,0,1,7,0,5,5,D
459384,1,1,52,1,0,0,1,3,5,C
459905,0,1,36,1,0,5,0,2,5,C
464734,0,0,42,0,2,7,0,3,3,D
464125,1,1,40,0,4,0,1,2,2,D
467434,1,0,39,1,2,0,0,3,0,B
460956,0,1,47,1,0,1,1,4,2,C
465179,0,1,61,1,0,1,2,2,5,C
463338,1,1,32,0,2,1,0,2,2,D
467066,1,1,55,0,0,0,0,1,5,B
463845,1,1,58,1,0,1,1,1,5,D
459976,0,0,38,1,0,0,0,1,5,D
461334,1,1,63,1,0,0,2,2,5,C
465108,1,1,58,1,4,1,1,2,5,C
462600,1,1,30,0,3,3,1,3,3,D
464144,1,1,60,1,0,0,1,4,5,C
466911,1,1,68,0,6,1,2,7,5,B
462806,1,1,52,0,0,0,0,3,3,A
463426,1,1,38,0,6,0,2,5,5,A
464065,0,1,35,1,1,10,0,2,5,B
462979,1,0,18,0,4,1,0,2,5,D
462834,1,1,30,1,8,3,0,2,0,D
460764,1,0,86,0,5,1,0,1,5,D
466466,0,0,19,0,1,6,0,5,2,D
460185,1,0,25,0,1,9,0,3,5,D
459749,1,1,59,1,2,1,0,4,3,A
464406,0,0,39,1,0,0,0,1,5,A
467758,0,1,50,1,4,1,0,7,5,B
462059,1,0,47,1,0,1,0,1,5,C
467905,1,1,43,1,6,0,2,3,5,D
461177,1,1,36,0,6,8,1,4,0,B
460765,1,1,80,0,5,1,0,1,5,D
465386,1,0,36,1,0,0,0,2,1,C
465827,1,0,27,0,5,2,0,7,3,D
462332,0,1,37,1,0,1,2,2,6,A
464481,1,1,46,1,6,0,2,3,5,C
461011,1,1,55,0,6,1,2,4,2,B
464749,0,1,47,0,3,9,1,4,3,B
461094,0,0,28,1,1,1,0,3,2,D
462104,1,1,39,0,2,9,0,2,2,D
464524,0,1,27,0,7,1,0,2,5,A
466295,0,1,42,0,3,0,0,7,5,A
461787,1,1,72,1,0,0,1,2,5,C
467857,0,1,28,1,3,0,0,2,5,A
460153,1,0,35,1,2,8,0,5,5,C
465215,1,1,39,1,6,9,2,5,1,A
466746,0,1,69,1,5,0,2,2,5,C
464857,1,0,18,0,1,6,0,4,3,D
459478,1,1,46,1,0,1,0,1,5,A
460723,0,1,50,1,3,1,2,2,3,B
459853,1,0,30,0,6,5,0,5,5,A
459390,0,0,41,0,0,1,0,2,5,B
460410,0,0,39,1,0,3,0,4,5,D
463823,0,0,29,0,7,8,0,4,5,D
462008,0,1,37,1,0,4,0,4,4,B
459750,0,1,39,1,3,0,1,2,5,A
459880,0,1,48,1,0,0,1,5,6,C
459261,0,0,32,1,4,0,0,3,5,C
465656,1,1,78,0,5,1,0,7,5,B
465395,0,1,43,0,3,0,1,5,3,B
461631,1,0,29,0,7,8,0,5,5,C
464904,0,1,28,0,3,9,1,2,3,A
461740,1,1,80,1,5,1,0,1,5,B
467092,0,0,28,1,1,7,0,4,5,D
464173,1,1,71,1,0,6,1,3,5,C
464972,1,1,67,0,5,0,2,9,3,A
467959,0,0,26,0,3,0,0,1,1,A
467688,0,1,47,1,3,0,1,2,5,C
460043,0,1,43,1,0,2,1,2,5,B
466590,0,0,27,1,1,0,0,4,5,C
461191,0,1,45,1,7,8,0,4,5,D
465662,1,1,76,0,6,1,0,1,5,C
459231,0,1,43,1,0,3,1,4,5,C
466495,0,1,78,1,5,1,2,2,5,B
459192,1,1,35,1,0,3,1,3,5,C
465710,0,0,49,1,0,1,0,1,5,C
460258,0,0,25,1,1,1,0,5,5,D
462813,1,1,37,0,6,0,1,5,5,A
463595,0,0,32,0,1,1,0,5,3,C
467768,1,1,60,1,4,0,1,2,5,C
465291,0,1,45,1,0,5,1,3,5,C
462996,0,1,49,1,8,9,1,3,5,C
463497,1,0,32,1,0,0,0,5,5,D
465301,0,1,40,1,0,0,0,3,2,B
464702,1,1,59,0,0,2,1,2,3,C
459012,1,1,48,1,0,3,0,5,5,B
465053,1,1,82,1,6,0,2,2,5,C
459420,0,1,70,1,5,0,0,2,5,B
464166,1,0,31,1,0,5,0,2,5,B
458987,0,1,72,1,5,0,2,2,5,C
467745,1,1,50,1,0,3,1,4,5,C
464866,0,0,23,0,3,11,0,1,2,D
461081,0,0,20,0,1,2,0,6,5,D
467896,0,0,22,0,1,4,0,3,5,D
463991,0,0,31,1,3,8,0,1,5,A
466620,0,1,36,1,0,7,1,2,5,C
462594,1,1,52,0,2,1,1,5,3,B
462206,0,0,29,1,0,1,0,1,3,B
460697,1,1,40,1,0,4,1,4,5,C
467934,0,0,40,1,0,1,0,1,5,A
460054,1,1,38,1,0,1,0,2,5,C
459576,0,1,85,0,5,1,0,7,3,A
467910,0,0,21,0,4,1,0,3,6,A
467335,0,1,41,0,3,4,1,2,5,D
460263,1,1,40,1,0,0,0,2,5,B
459340,1,1,53,1,0,1,1,3,5,B
465622,0,1,42,1,0,5,0,2,5,C
459395,1,1,42,0,6,8,0,2,5,D
467539,1,1,48,1,0,1,1,4,6,C
466574,1,1,59,1,0,7,0,2,5,C
466544,1,1,41,1,6,1,1,3,5,A
463610,0,1,31,1,0,0,1,2,5,A
465539,0,1,49,1,0,1,2,5,5,B
459823,1,1,67,1,6,1,0,2,5,A
467614,1,1,35,0,0,4,1,2,5,B
459073,0,0,26,1,1,0,0,3,5,C
466065,1,0,19,0,1,9,0,3,2,D
464863,0,1,25,0,3,6,1,8,3,D
460022,0,1,39,1,1,4,0,2,5,A
459929,1,1,63,1,2,0,0,2,5,A
466613,1,0,23,0,1,8,0,3,5,D
461149,0,0,23,0,1,0,0,3,2,D
466068,0,1,53,1,0,2,0,1,5,C
461513,1,0,33,1,4,0,0,2,5,B
464761,0,1,50,0,3,1,1,4,1,B
466236,0,1,69,1,3,0,0,2,3,B
459664,1,0,37,1,0,2,0,1,5,B
461967,0,0,20,0,7,3,0,4,6,C
460516,0,0,85,0,5,0,2,1,2,C
461710,0,1,49,1,4,1,1,4,5,C
462742,1,0,18,0,1,0,0,3,2,D
459528,0,1,52,1,4,0,1,2,5,C
462691,1,1,25,0,4,1,1,2,3,B
462934,1,1,56,0,6,1,2,2,5,A
465837,1,0,62,1,5,0,0,1,5,A
464613,0,0,35,0,0,0,0,3,5,B
467515,1,1,28,1,3,0,1,2,5,A
463429,0,0,28,1,0,7,0,3,5,A
464024,1,0,20,0,1,0,0,5,6,D
460691,0,0,27,0,8,8,0,1,2,D
461825,0,0,56,0,3,1,0,1,5,A
467271,1,1,45,1,0,4,1,4,5,B
465634,1,0,25,1,1,1,0,4,3,B
464801,1,0,40,0,7,1,0,1,3,D
459429,0,1,25,1,1,1,0,2,5,D
459888,0,1,74,0,5,1,2,2,5,D
463467,0,0,23,0,1,0,0,4,3,D
462036,0,1,67,1,5,0,2,2,5,B
461282,1,0,21,0,1,0,0,4,3,D
460448,0,0,38,1,0,9,0,1,2,A
464464,1,0,28,0,1,0,0,4,1,C
462410,0,0,32,0,1,1,0,5,6,B
467252,0,0,33,1,5,0,0,4,3,D
459756,0,1,56,0,5,1,2,4,3,B
463789,0,1,53,1,0,1,0,2,5,C
466947,1,1,57,0,6,1,2,5,5,C
464150,0,1,59,1,0,0,1,3,5,C
465693,0,1,25,1,1,1,2,4,3,A
461670,1,1,59,1,0,0,1,6,5,C
466768,0,1,36,1,0,0,0,4,5,C
461550,1,1,37,1,2,7,0,2,5,A
462438,1,0,22,0,4,1,0,3,1,D
460704,1,1,43,1,0,1,0,2,5,B
464884,1,1,41,1,0,1,0,2,3,A
467050,0,0,21,0,3,0,0,5,1,B
460738,0,0,49,0,3,1,0,7,6,A
466176,1,0,38,1,4,8,0,1,1,B
459488,1,1,47,0,0,1,1,4,5,A
467773,1,1,70,1,5,1,2,3,5,C
465425,0,0,31,0,3,1,0,4,5,B
462318,0,1,82,0,5,0,1,2,5,A
466078,0,1,51,0,6,1,0,1,5,A
460792,0,0,42,0,8,11,0,7,5,A
460197,1,0,38,1,0,8,0,3,1,A
459375,1,1,18,0,6,0,2,4,5,A
463862,1,1,50,1,0,6,1,3,5,C
460144,0,0,46,1,4,1,0,7,2,A
462721,0,1,72,0,5,1,2,3,5,D
459637,0,0,33,0,3,1,0,4,5,C
465809,0,0,25,0,8,1,0,7,3,B
466915,0,1,75,0,2,2,2,2,1,D
467343,1,0,72,1,0,1,0,1,5,B
466268,0,1,72,1,0,0,1,3,3,C
464868,1,1,36,1,2,6,0,6,3,A
464038,1,1,40,1,0,1,0,2,5,A
460176,0,0,28,1,2,0,0,4,5,C
462161,0,0,28,1,4,0,0,3,5,D
464841,1,0,19,0,2,0,2,3,3,D
464893,1,1,43,1,0,0,0,2,3,B
464443,0,1,35,1,0,1,1,2,5,B
467619,1,1,65,1,5,1,2,2,5,B
465974,1,1,52,1,6,7,2,4,3,C
462075,0,0,40,1,0,1,0,1,5,B
459494,0,1,69,0,3,9,0,3,5,A
466921,0,0,22,0,1,3,0,3,5,D
463544,1,1,47,1,6,1,1,4,5,C
461167,1,1,29,1,7,1,2,2,2,A
467364,1,1,46,1,0,1,1,3,2,C
462408,1,0,32,1,0,1,0,2,5,A
466224,0,0,38,1,1,0,0,1,1,C
465151,1,1,59,1,0,0,0,1,5,B
467216,0,0,26,1,2,1,0,1,5,D
460586,1,0,26,1,1,1,0,2,2,A
461197,1,0,28,0,7,0,0,1,2,D
462776,0,1,53,1,3,1,1,3,5,C
465058,0,0,43,0,2,1,0,1,5,B
464088,1,0,27,0,4,1,0,3,5,D
459471,0,0,32,0,0,1,0,8,5,C
464695,1,0,26,0,3,0,0,4,3,D
462331,0,0,31,0,2,0,0,2,5,D
466523,1,1,39,1,6,1,2,3,2,B
465337,0,1,43,0,3,1,0,3,6,A
460834,1,1,25,0,4,1,0,2,0,A
466824,1,1,40,1,0,3,2,3,5,A
461607,0,1,40,1,2,7,1,2,2,B
465091,1,1,63,1,2,1,1,3,5,C
459532,0,1,27,1,1,1,0,2,5,D
466999,1,0,27,1,1,1,0,3,5,D
466597,0,0,19,0,1,1,0,2,5,D
464075,0,1,86,1,5,0,2,2,5,B
463394,1,1,41,1,7,1,2,2,5,B
462163,0,1,27,1,0,4,1,2,2,C
463895,0,1,70,0,4,0,1,2,5,B
464767,0,1,53,0,3,8,1,4,3,B
464763,0,1,49,0,3,1,1,4,3,B
460718,1,1,55,0,6,3,0,7,3,D
461989,0,0,57,1,3,0,1,4,1,C
466374,1,1,83,0,5,1,0,1,3,B
463738,1,1,43,0,6,0,2,4,5,A
465967,1,1,36,0,4,6,0,3,5,A
462260,1,1,74,1,5,0,0,2,5,C
467234,0,0,30,0,8,0,0,4,5,D
466573,0,0,37,1,0,5,0,2,5,B
463229,0,0,22,0,7,0,0,1,4,B
459768,1,0,19,0,1,0,0,4,5,D
462541,1,1,70,1,3,4,2,2,5,B
467714,1,1,89,1,5,13,0,1,5,A
467730,1,0,18,0,1,1,0,4,5,D
459474,1,0,25,1,4,6,0,1,1,D
460093,0,0,45,1,0,4,0,1,2,A
467865,0,0,35,1,0,3,0,1,3,A
465758,0,1,37,0,3,7,0,1,3,D
464184,0,1,39,0,3,4,1,2,5,B
462618,0,0,32,1,1,1,0,5,3,D
464226,0,1,62,1,0,2,1,3,5,C
465432,0,1,58,1,3,0,1,4,3,B
464087,0,0,32,0,3,1,0,4,5,C
466627,1,0,25,0,1,0,0,5,5,C
467380,0,1,56,1,0,0,1,4,5,C
465842,0,0,36,1,2,10,0,2,5,A
464622,0,0,30,0,1,8,0,3,5,A
462083,1,0,19,0,1,1,0,5,5,D
460910,1,0,27,1,1,0,0,2,5,A
460255,0,0,38,1,4,14,0,1,5,A
460109,1,1,46,1,0,8,1,2,5,C
464306,1,0,29,1,0,3,0,1,5,B
466835,1,1,51,0,2,1,1,4,6,B
465192,1,1,55,0,0,0,0,1,5,A
463380,0,1,69,1,3,1,0,1,2,A
462391,0,0,26,0,1,1,0,8,6,C
467086,0,1,83,1,5,0,0,3,5,A
460306,0,0,39,1,1,9,0,1,5,D
460752,1,1,35,1,0,9,0,1,5,A
467264,1,1,19,0,7,2,2,5,5,C
461646,0,1,60,1,0,1,2,4,5,C
463570,1,1,35,1,0,1,1,4,5,C
465277,0,0,53,1,3,1,0,1,5,B
467426,0,1,86,0,5,1,0,7,5,B
466258,0,0,29,0,1,1,0,3,5,B
463719,0,0,26,0,4,0,0,1,5,D
460032,1,0,36,1,3,8,0,1,5,A
465175,0,0,22,0,8,0,0,4,5,D
466610,1,0,19,0,7,0,0,5,5,A
459036,0,1,20,1,5,1,1,3,2,A
464047,1,0,43,1,1,3,0,3,5,D
459496,0,0,42,1,0,1,0,3,5,A
459997,1,0,43,1,2,1,0,2,3,A
463382,0,1,50,1,3,4,2,3,5,B
460967,1,0,25,1,2,1,0,2,5,A
465094,1,1,61,0,0,1,2,2,5,B
461229,0,1,28,1,1,0,1,2,5,A
466442,1,0,38,1,0,1,0,1,5,D
464527,1,0,25,0,6,12,0,3,5,A
463560,0,0,18,0,1,9,0,5,3,D
460011,1,1,43,1,2,1,1,5,4,C
467207,0,0,27,1,0,8,0,1,5,B
465177,0,0,60,1,2,1,0,2,5,D
467531,1,1,75,1,5,2,0,1,5,D
465409,0,0,31,0,4,1,0,4,5,D
462842,1,0,23,0,4,6,0,4,1,D
462124,1,0,36,1,0,8,0,1,5,A
466265,1,0,30,0,4,1,0,1,2,C
459789,1,1,56,0,0,1,1,2,5,C
464223,0,1,52,1,0,2,0,2,5,C
460280,1,1,39,1,2,0,0,1,5,D
460331,0,0,35,0,0,5,0,1,5,A
461494,1,1,33,0,3,0,1,2,5,B
460035,0,0,25,1,0,0,0,6,5,A
463812,0,1,27,1,0,0,1,2,3,B
465569,1,1,35,1,0,1,2,3,5,A
466333,0,1,41,1,0,1,1,2,5,C
467668,0,1,49,1,0,1,1,3,6,C
462723,0,1,46,0,0,8,1,2,5,B
460909,0,0,31,0,1,1,0,2,5,D
467777,1,0,49,1,4,1,0,1,5,C
462404,0,0,26,1,0,9,0,1,5,A
461799,1,1,43,1,4,13,2,2,5,B
459933,0,1,30,1,0,8,0,4,5,A
463717,0,1,70,1,0,1,1,4,5,C
463652,0,0,28,1,0,1,0,1,5,D
462149,0,1,89,0,5,3,2,1,5,D
462769,0,1,42,0,8,6,2,4,5,B
465532,0,1,37,1,2,6,1,3,3,A
462829,1,1,29,0,6,1,1,3,5,D
459210,0,1,68,1,0,1,2,2,5,C
464659,0,0,25,0,3,1,0,1,3,D
461411,1,0,29,0,1,1,0,7,5,D
467759,0,1,48,1,4,0,0,2,5,C
461475,0,1,51,1,4,1,1,3,0,C
462714,0,1,40,1,3,1,2,5,1,B
466890,1,1,47,1,0,0,1,6,6,B
462888,1,1,39,1,6,1,2,3,5,B
467479,1,1,35,1,6,1,1,4,5,C
466799,0,0,19,0,1,2,0,3,5,D
466557,0,0,21,0,1,7,0,7,5,D
460873,1,1,46,1,2,0,1,3,3,B
466776,1,1,86,1,5,0,0,1,5,B
459462,1,1,66,1,0,0,2,2,5,B
465727,1,0,42,0,7,1,0,5,3,D
462348,0,1,73,1,5,1,2,2,5,B
460941,1,1,72,0,3,1,0,1,5,A
461629,1,1,53,1,0,0,0,3,5,B
459907,0,1,39,1,0,8,1,2,5,C
467146,0,0,27,0,8,9,0,1,5,D
460916,1,1,63,0,2,1,1,7,5,B
459196,0,0,23,0,1,1,0,3,3,D
465444,0,0,30,1,2,0,0,4,5,B
464186,0,1,39,1,0,5,1,2,5,C
466412,1,1,26,1,0,1,1,3,5,B
459480,0,1,50,1,2,7,0,3,5,A
467880,0,1,45,1,0,1,1,2,5,C
460216,0,0,62,0,2,2,0,1,5,A
467941,0,0,27,1,4,1,0,3,5,A
466090,1,1,57,1,2,1,0,7,5,A
462572,0,1,30,0,3,1,1,7,3,A
467443,1,0,32,0,1,7,0,4,2,A
462548,1,0,18,0,6,1,0,5,3,A
459701,1,0,47,0,0,3,0,3,4,B
461139,0,0,32,1,0,4,0,4,1,A
461115,0,1,32,0,3,5,0,3,0,A
459027,1,1,67,1,4,1,1,4,5,B
467340,0,1,77,1,5,0,2,2,5,C
461410,1,1,79,0,5,0,1,2,3,C
460857,1,0,31,0,2,1,0,1,3,A
464300,1,1,42,1,0,0,0,3,3,A
460532,0,0,18,0,5,0,0,6,5,D
463287,1,1,50,1,0,1,1,4,1,C
461392,1,1,71,1,0,0,1,5,5,C
461546,0,1,72,0,5,1,0,3,5,A
467780,1,1,47,1,0,1,0,3,5,A
462130,1,1,45,1,0,9,1,2,5,C
464684,0,0,40,0,3,9,0,5,3,A
462276,0,0,36,1,3,4,0,1,5,A
462142,0,0,42,1,0,1,0,1,5,B
462417,1,0,30,0,1,4,0,4,5,D
466463,0,0,29,1,1,2,0,4,3,B
464736,1,0,28,1,3,0,0,5,3,D
467520,1,0,22,0,1,1,0,2,5,D
459835,1,1,85,0,5,1,0,1,5,D
463855,0,1,40,1,0,1,1,2,5,C
460344,0,1,52,1,0,14,1,2,5,C
466211,1,1,47,1,0,0,0,7,5,C
460139,1,0,26,0,0,6,0,6,4,D
464126,0,0,55,1,7,3,0,1,5,B
461286,0,0,20,0,4,4,0,4,5,D
461621,0,1,87,1,5,0,2,2,5,C
460163,1,0,28,0,1,0,0,2,3,A
461958,1,0,38,0,0,2,0,2,2,A
464875,1,1,42,0,2,1,0,2,3,B
464791,1,1,42,0,7,0,2,6,3,A
464579,0,0,29,0,3,1,0,4,5,D
463531,1,0,32,1,4,0,0,4,5,A
462651,1,1,38,0,6,1,2,5,3,D
465486,0,1,59,0,0,1,2,2,5,C
460882,1,0,22,0,1,0,0,2,2,D
467162,0,0,26,0,8,9,0,7,3,D
461298,0,1,78,1,0,1,2,2,5,C
461595,0,0,32,1,1,0,0,3,3,A
459260,1,1,37,1,0,0,1,4,6,C
462772,1,1,37,1,1,1,2,4,5,B
462941,1,0,67,0,5,1,0,2,5,D
459143,1,1,47,0,0,0,2,4,5,B
464532,0,1,68,1,5,0,2,2,5,A
460056,1,0,30,1,1,3,0,5,0,C
466761,0,1,48,1,2,2,0,1,0,A
465469,0,0,43,1,0,6,0,1,5,C
461886,1,1,33,1,1,9,0,2,5,D
465680,1,1,31,0,1,0,1,5,3,D
459316,1,1,32,1,1,1,0,2,5,D
465609,0,0,21,0,1,1,0,4,1,D
467009,0,0,29,0,8,2,0,4,2,D
461766,0,1,35,1,0,1,0,2,3,A
464938,1,1,46,0,0,0,0,3,3,A
462034,0,1,38,1,0,9,2,2,1,B
464049,0,0,32,1,1,1,0,3,5,C
467925,0,0,28,1,0,3,0,7,1,A
463711,0,1,68,1,5,3,0,1,5,A
463846,0,1,45,1,0,4,0,1,5,C
462064,1,1,58,1,0,0,1,3,6,C
463249,1,0,28,0,2,1,0,2,6,A
464217,0,0,32,0,1,12,0,3,5,A
463378,1,0,30,1,4,1,0,1,2,B
463035,0,1,42,0,8,3,1,4,5,D
459656,1,0,22,0,5,1,0,6,0,D
463114,1,0,41,1,0,1,0,3,5,C
465309,0,0,18,0,1,6,0,4,6,D
462688,0,1,29,1,1,8,0,3,2,D
459255,0,0,33,1,1,0,0,3,5,A
467385,1,0,47,0,0,1,0,7,3,A
467492,0,1,57,1,4,1,0,2,6,A
460789,1,1,36,1,6,1,0,3,5,D
467307,1,1,57,1,6,1,2,3,5,C
464026,1,0,18,0,1,1,0,2,5,D
464645,1,0,52,1,0,1,1,5,3,C
462493,1,1,52,1,0,1,1,6,5,C
460685,1,0,51,0,0,6,0,4,3,B
460452,0,1,37,1,2,0,1,2,0,B
459322,1,0,36,1,7,0,0,1,5,A
464066,0,0,29,1,1,9,0,3,3,A
461114,1,1,45,1,0,1,1,4,2,C
465165,1,0,61,1,0,0,0,1,5,B
464526,1,1,52,1,2,1,1,4,5,A
460666,0,1,49,1,8,14,0,1,5,A
465417,1,1,40,1,2,1,1,2,3,B
464096,0,0,31,0,1,1,0,5,3,C
464891,1,1,42,0,2,1,0,3,3,A
460107,1,1,51,1,3,1,1,5,5,C
467708,0,0,42,1,1,8,0,1,6,D
461873,1,0,29,1,4,1,0,4,5,C
465181,0,0,33,1,1,8,0,1,3,A
467204,1,0,27,1,1,1,0,3,5,D
467320,0,0,21,0,1,0,0,4,1,D
459468,1,1,35,0,0,9,1,3,5,B
467316,0,0,42,1,4,0,0,1,5,A
466182,0,0,41,1,0,2,0,1,5,C
463757,1,0,39,1,0,0,0,3,5,B
462314,0,0,28,0,4,14,0,1,5,A
466392,0,1,45,1,3,3,1,7,2,B
466652,0,1,61,1,4,1,1,2,5,B
461664,1,1,62,1,0,0,1,4,5,C
464105,1,1,65,1,2,1,1,2,5,C
466790,1,1,45,1,4,1,1,2,2,A
463844,0,1,26,1,3,9,0,2,5,B
462913,0,0,25,1,0,4,0,5,5,C
465541,0,1,45,1,0,1,1,4,6,C
459149,1,1,43,0,6,0,2,4,5,B
464508,1,1,49,1,6,1,2,3,5,C
458999,1,1,55,1,0,1,1,2,5,C
459947,0,0,37,1,0,3,0,1,5,B
465500,1,1,65,1,2,1,2,2,5,C
466009,0,0,32,0,5,10,0,5,5,C
466338,0,0,39,0,3,0,0,3,3,A
465122,0,1,40,1,0,2,1,2,5,C
465230,1,1,72,1,2,1,1,3,5,C
466369,0,0,38,0,8,5,0,1,1,B
463939,1,0,26,0,7,0,0,5,5,D
460825,1,0,30,1,4,1,0,3,3,D
461125,1,1,51,1,8,1,0,7,3,A
463471,1,0,57,1,7,1,0,4,6,A
467415,0,0,31,1,1,1,0,1,5,D
465879,1,0,39,1,0,0,0,1,5,A
463961,0,0,30,0,3,0,0,4,3,A
462634,0,1,43,0,0,0,1,3,3,A
463622,1,0,27,1,1,8,0,1,2,C
466624,0,1,46,0,0,0,1,4,2,C
467785,1,1,43,0,0,1,0,2,5,B
461928,1,1,69,1,5,1,0,1,3,A
460578,1,1,28,0,2,8,1,4,6,D
460198,1,0,43,1,2,9,0,1,5,D
467468,0,0,27,0,1,1,0,5,6,D
463581,0,0,28,1,1,1,0,3,5,D
463968,1,0,33,0,0,1,0,4,5,D
465414,0,0,30,0,3,0,0,1,3,B
464574,1,0,58,0,1,4,0,2,5,D
462312,0,0,38,1,3,8,0,4,5,A
467971,0,0,31,1,0,1,0,4,5,D
464746,1,1,32,0,6,4,1,5,3,D
459298,1,1,45,1,0,4,1,4,5,C
466414,1,1,66,1,0,1,0,3,5,A
460773,0,1,51,1,0,1,1,3,5,C
461594,0,1,59,1,0,1,1,2,5,C
462713,0,0,40,1,3,1,0,1,2,B
465163,1,1,46,1,0,11,1,5,5,C
462222,1,0,20,0,1,1,0,6,3,D
459342,0,1,84,0,5,1,2,2,5,C
463006,0,0,41,1,7,1,0,1,5,D
463029,1,1,51,0,0,1,1,3,5,C
460767,1,1,57,1,2,8,1,5,1,A
464319,0,0,33,0,4,0,0,1,5,A
462828,1,0,25,0,7,3,0,3,4,D
459873,1,1,55,1,0,1,1,3,3,A
461608,0,1,56,1,6,1,2,4,0,A
465155,1,1,77,1,5,1,0,1,5,C
461704,1,1,30,1,1,1,0,2,5,A
464826,1,0,23,0,1,6,0,5,3,D
462677,0,0,43,1,0,2,0,4,5,B
465006,1,0,39,1,2,5,0,1,5,A
463483,1,1,29,0,6,1,2,2,5,D
459816,1,1,37,1,4,1,0,2,5,D
459002,0,1,45,0,3,2,0,2,5,D
465990,1,1,48,0,6,2,2,2,1,D
466044,1,1,27,0,2,0,1,4,5,A
461163,0,1,60,0,2,9,0,4,2,B
467106,1,1,45,1,2,4,1,3,1,B
467373,1,0,31,1,1,1,0,1,5,D
461256,1,0,33,0,4,1,0,4,3,C
466522,1,0,18,0,5,6,2,4,2,D
459010,0,1,48,1,0,1,1,3,5,B
